sample_id,cluster_label
5792,0
5793,1
5794,1
5795,1
5796,0
5797,1
5798,1
5799,1
5800,1
5801,1
5802,1
5803,1
5804,1
5805,1
5806,1
5807,1
5808,1
5809,1
5810,1
5811,2
5812,1
5813,1
5814,1
5815,1
5816,2
5817,1
5818,0
5819,1
5820,1
5821,1
5822,1
5823,1
5824,1
5825,1
5826,1
5827,1
5828,1
5829,1
5830,1
5831,1
5832,0
5833,1
5834,1
5835,1
5836,1
5837,1
5838,1
5839,1
5840,1
5841,1
5842,1
5843,1
5844,1
5845,1
5846,0
5847,2
5848,1
5849,1
5850,1
5851,1
5852,1
5853,1
5854,1
5855,1
5856,1
5857,1
5858,1
5859,1
5860,1
5861,1
5862,1
5863,1
5864,1
5865,0
5866,1
5867,1
5868,1
5869,1
5870,1
5871,1
5872,0
5873,1
5874,1
5875,1
5876,1
5877,1
5878,1
5879,0
5880,1
5881,1
5882,1
5883,2
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,1
5894,1
5895,1
5896,1
5897,1
5898,1
5899,1
5900,1
5901,1
5902,1
5903,1
5904,1
5905,1
5906,1
5907,1
5908,1
5909,1
5910,1
5911,1
5912,1
5913,1
5914,1
5915,1
5916,1
5917,1
5918,1
5919,1
5920,1
5921,1
5922,1
5923,1
5924,1
5925,1
5926,1
5927,1
5928,1
5929,1
5930,0
5931,1
5932,1
5933,1
5934,1
5935,1
5936,1
5937,1
5938,1
5939,1
5940,1
5941,1
5942,1
5943,1
5944,1
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,1
5958,1
5959,1
5960,1
5961,1
5962,1
5963,2
5964,0
5965,0
5966,1
5967,1
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,1
5975,1
5976,1
5977,1
5978,1
5979,1
5980,1
5981,1
5982,1
5983,1
5984,1
5985,1
5986,1
5987,1
5988,1
5989,1
5990,1
5991,1
5992,2
5993,1
5994,1
5995,1
5996,1
5997,1
5998,1
5999,1
6000,1
6001,1
6002,1
6003,1
6004,1
6005,1
6006,1
6007,1
6008,1
6009,0
6010,1
6011,1
6012,1
6013,1
6014,1
6015,1
6016,1
6017,1
6018,1
6019,1
6020,1
6021,1
6022,1
6023,2
6024,1
6025,1
6026,0
6027,1
6028,1
6029,1
6030,1
6031,1
6032,1
6033,1
6034,1
6035,1
6036,1
6037,1
6038,1
6039,0
6040,1
6041,1
6042,0
6043,1
6044,1
6045,1
6046,1
6047,0
6048,1
6049,1
6050,1
6051,0
6052,1
6053,1
6054,1
6055,1
6056,1
6057,1
6058,1
6059,1
6060,1
6061,1
6062,1
6063,1
6064,1
6065,1
6066,2
6067,1
6068,2
6069,1
6070,1
6071,1
6072,1
6073,1
6074,0
6075,2
6076,1
6077,1
6078,1
6079,1
6080,1
6081,1
6082,1
6083,0
6084,1
6085,1
6086,1
6087,1
6088,1
6089,1
6090,1
6091,1
6092,1
6093,1
6094,1
6095,1
6096,1
6097,1
6098,1
6099,1
6100,1
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,1
6108,1
6109,1
6110,1
6111,1
6112,1
6113,1
6114,1
6115,1
6116,1
6117,1
6118,1
6119,1
6120,1
6121,1
6122,1
6123,1
6124,1
6125,1
6126,1
6127,1
6128,1
6129,1
6130,2
6131,1
6132,1
6133,1
6134,1
6135,1
6136,1
6137,1
6138,1
6139,1
6140,1
6141,1
6142,1
6143,2
6144,1
6145,1
6146,1
6147,1
6148,1
6149,1
6150,1
6151,1
6152,1
6153,1
6154,1
6155,1
6156,1
6157,1
6158,1
6159,1
6160,1
6161,1
6162,1
6163,1
6164,1
6165,1
6166,1
6167,1
6168,1
6169,1
6170,1
6171,1
6172,0
6173,1
6174,1
6175,1
6176,1
6177,1
6178,1
6179,1
6180,1
6181,1
6182,1
6183,1
6184,1
6185,0
6186,1
6187,1
6188,1
6189,1
6190,0
6191,1
6192,1
6193,1
6194,1
6195,1
6196,1
6197,1
6198,1
6199,1
6200,1
6201,1
6202,1
6203,1
6204,1
6205,1
6206,1
6207,1
6208,1
6209,1
6210,1
6211,1
6212,1
6213,1
6214,1
6215,1
6216,1
6217,1
6218,1
6219,1
6220,1
6221,0
6222,1
6223,0
6224,1
6225,1
6226,1
6227,1
6228,1
6229,1
6230,1
6231,1
6232,1
6233,2
6234,1
6235,1
6236,1
6237,1
6238,0
6239,1
6240,1
6241,1
6242,1
6243,1
6244,1
6245,1
6246,1
6247,0
6248,1
6249,2
6250,1
6251,1
6252,1
6253,2
6254,1
6255,1
6256,1
6257,1
6258,1
6259,1
6260,0
6261,1
6262,1
6263,1
6264,1
6265,1
6266,1
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,2
6274,1
6275,1
6276,1
6277,1
6278,1
6279,2
6280,1
6281,1
6282,1
6283,1
6284,1
6285,1
6286,1
6287,1
6288,1
6289,1
6290,1
6291,1
6292,1
6293,1
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,1
6301,1
6302,0
6303,1
6304,1
6305,0
6306,1
6307,1
6308,0
6309,1
6310,1
6311,1
6312,1
6313,1
6314,1
6315,1
6316,1
6317,1
6318,1
6319,1
6320,1
6321,1
6322,0
6323,1
6324,1
6325,1
6326,1
6327,1
6328,1
6329,1
6330,1
6331,1
6332,1
6333,1
6334,1
6335,1
6336,1
6337,1
6338,1
6339,1
6340,1
6341,1
6342,1
6343,1
6344,1
6345,1
6346,2
6347,1
6348,1
6349,1
6350,1
6351,1
6352,1
6353,1
6354,1
6355,1
6356,1
6357,1
6358,1
6359,1
6360,1
6361,1
6362,1
6363,1
6364,1
6365,1
6366,0
6367,1
6368,1
6369,1
6370,1
6371,1
6372,1
6373,1
6374,1
6375,1
6376,1
6377,1
6378,1
6379,1
6380,1
6381,1
6382,1
6383,1
6384,1
6385,0
6386,1
6387,1
6388,1
6389,1
6390,1
6391,1
6392,1
6393,1
6394,1
6395,1
6396,1
6397,0
6398,1
6399,1
6400,1
6401,1
6402,1
6403,1
6404,1
6405,2
6406,1
6407,1
6408,2
6409,0
6410,0
6411,1
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,1
6419,1
6420,1
6421,1
6422,1
6423,1
6424,1
6425,1
6426,1
6427,1
6428,1
6429,1
6430,1
6431,1
6432,1
6433,1
6434,1
6435,0
6436,1
6437,1
6438,1
6439,1
6440,1
6441,2
6442,1
6443,0
6444,1
6445,1
6446,0
6447,1
6448,1
6449,1
6450,1
6451,1
6452,1
6453,1
6454,1
6455,1
6456,1
6457,1
6458,1
6459,2
6460,1
6461,1
6462,1
6463,1
6464,1
6465,1
6466,1
6467,1
6468,1
6469,1
6470,1
6471,1
6472,1
6473,1
6474,1
6475,1
6476,1
6477,1
6478,1
6479,1
6480,0
6481,1
6482,1
6483,1
6484,1
6485,1
6486,1
6487,1
6488,1
6489,1
6490,1
6491,1
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6500,1
6501,1
6502,1
6503,1
6504,1
6505,1
6506,1
6507,1
6508,1
6509,1
6510,1
6511,0
6512,1
6513,1
6514,1
6515,1
6516,1
6517,1
6518,1
6519,1
6520,1
6521,1
6522,1
6523,1
6524,1
6525,1
6526,1
6527,1
6528,1
6529,1
6530,1
6531,1
6532,1
6533,1
6534,1
6535,1
6536,1
6537,0
6538,1
6539,1
6540,1
6541,1
6542,1
6543,1
6544,1
6545,1
6546,1
6547,1
6548,1
6549,2
6550,1
6551,1
6552,0
6553,1
6554,0
6555,1
6556,1
6557,1
6558,0
6559,2
6560,1
6561,1
6562,1
6563,1
6564,1
6565,0
6566,1
6567,1
6568,1
6569,1
6570,1
6571,1
6572,1
6573,1
6574,1
6575,1
6576,1
6577,1
6578,1
6579,1
6580,0
6581,1
6582,1
6583,1
6584,1
6585,1
6586,0
6587,2
6588,1
6589,1
6590,1
6591,1
6592,1
6593,1
6594,1
6595,1
6596,2
6597,1
6598,1
6599,1
6600,0
6601,1
6602,1
6603,0
6604,1
6605,0
6606,1
6607,1
6608,1
6609,1
6610,1
6611,0
6612,1
6613,1
6614,1
6615,1
6616,1
6617,1
6618,1
6619,1
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6626,1
6627,1
6628,1
6629,1
6630,1
6631,0
6632,1
6633,1
6634,1
6635,1
6636,0
6637,1
6638,1
6639,1
6640,1
6641,1
6642,1
6643,1
6644,1
6645,1
6646,1
6647,1
6648,1
6649,1
6650,1
6651,1
6652,1
6653,2
6654,1
6655,0
6656,1
6657,1
6658,1
6659,1
6660,2
6661,1
6662,1
6663,1
6664,1
6665,1
6666,1
6667,1
6668,1
6669,1
6670,1
6671,1
6672,1
6673,1
6674,1
6675,1
6676,1
6677,1
6678,1
6679,1
6680,1
6681,1
6682,1
6683,1
6684,1
6685,1
6686,1
6687,1
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,1
6696,1
6697,1
6698,1
6699,1
6700,1
6701,1
6702,1
6703,1
6704,1
6705,1
6706,1
6707,1
6708,1
6709,1
6710,1
6711,1
6712,1
6713,1
6714,1
6715,1
6716,1
6717,1
6718,1
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,0
6729,1
6730,2
6731,1
6732,0
6733,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,1
6746,1
6747,0
6748,1
6749,1
6750,1
6751,1
6752,1
6753,1
6754,1
6755,1
6756,1
6757,1
6758,1
6759,1
6760,0
6761,1
6762,1
6763,1
6764,1
6765,1
6766,0
6767,1
6768,0
6769,1
6770,1
6771,1
6772,1
6773,1
6774,1
6775,1
6776,1
6777,1
6778,1
6779,1
6780,2
6781,1
6782,2
6783,0
6784,1
6785,1
6786,1
6787,1
6788,1
6789,1
6790,1
6791,1
6792,1
6793,1
6794,1
6795,1
6796,1
6797,1
6798,1
6799,1
6800,1
6801,0
6802,1
6803,1
6804,1
6805,1
6806,1
6807,1
6808,1
6809,0
6810,1
6811,1
6812,0
6813,2
6814,1
6815,1
6816,0
6817,1
6818,0
6819,1
6820,1
6821,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,0
6833,1
6834,1
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,1
6843,1
6844,1
6845,1
6846,1
6847,1
6848,1
6849,1
6850,1
6851,1
6852,1
6853,1
6854,0
6855,1
6856,1
6857,1
6858,1
6859,1
6860,1
6861,1
6862,1
6863,2
6864,1
6865,1
6866,0
6867,1
6868,1
6869,1
6870,1
6871,1
6872,0
6873,1
6874,1
6875,1
6876,1
6877,1
6878,1
6879,1
6880,1
6881,1
6882,1
6883,1
6884,1
6885,1
6886,1
6887,1
6888,0
6889,1
6890,1
6891,1
6892,1
6893,1
6894,1
6895,1
6896,1
6897,1
6898,1
6899,1
6900,1
6901,1
6902,1
6903,1
6904,1
6905,1
6906,1
6907,0
6908,1
6909,1
6910,1
6911,2
6912,2
6913,1
6914,1
6915,1
6916,1
6917,0
6918,1
6919,1
6920,1
6921,1
6922,1
6923,1
6924,1
6925,1
6926,1
6927,1
6928,2
6929,1
6930,1
6931,1
6932,1
6933,1
6934,2
6935,2
6936,2
6937,0
6938,1
6939,1
6940,1
6941,1
6942,1
6943,1
6944,1
6945,1
6946,0
6947,1
6948,1
6949,1
6950,1
6951,1
6952,1
6953,1
6954,1
6955,2
6956,1
6957,1
6958,1
6959,1
6960,1
6961,1
6962,1
6963,1
6964,1
6965,1
6966,1
6967,1
6968,1
6969,0
6970,1
6971,1
6972,1
6973,0
6974,1
6975,1
6976,1
6977,1
6978,1
6979,1
6980,1
6981,1
6982,0
6983,1
6984,1
6985,1
6986,1
6987,1
6988,1
6989,1
6990,1
6991,1
6992,1
6993,0
6994,1
6995,1
6996,1
6997,1
6998,1
6999,1
7000,1
7001,1
7002,1
7003,1
7004,1
7005,1
7006,1
7007,1
7008,1
7009,0
7010,1
7011,1
7012,1
7013,1
7014,1
7015,1
7016,1
7017,1
7018,1
7019,1
7020,0
7021,1
7022,0
7023,1
7024,1
7025,1
7026,1
7027,1
7028,1
7029,1
7030,1
7031,1
7032,1
7033,1
7034,0
7035,1
7036,1
7037,1
7038,1
7039,1
7040,1
7041,1
7042,1
7043,1
7044,2
7045,1
7046,1
7047,1
7048,1
7049,0
7050,1
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,1
7058,1
7059,0
7060,1
7061,1
7062,1
7063,0
7064,1
7065,0
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,1
7074,1
7075,1
7076,1
7077,1
7078,0
7079,1
7080,1
7081,1
7082,1
7083,1
7084,1
7085,1
7086,1
7087,1
7088,1
7089,1
7090,1
7091,1
7092,1
7093,1
7094,1
7095,1
7096,1
7097,1
7098,1
7099,1
7100,1
7101,1
7102,1
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,0
7111,1
7112,1
7113,1
7114,1
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,0
7122,1
7123,1
7124,1
7125,1
7126,1
7127,1
7128,1
7129,2
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,1
7137,1
7138,1
7139,1
7140,1
7141,1
7142,1
7143,1
7144,1
7145,1
7146,1
7147,2
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,1
7166,1
7167,0
7168,1
7169,0
7170,1
7171,1
7172,1
7173,1
7174,1
7175,1
7176,1
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,1
7186,1
7187,0
7188,1
7189,1
7190,1
7191,2
7192,1
7193,1
7194,1
7195,1
7196,1
7197,1
7198,1
7199,1
7200,2
7201,2
7202,2
7203,2
7204,2
7205,2
7206,2
7207,2
7208,2
7209,2
7210,2
7211,2
7212,2
7213,2
7214,2
7215,2
7216,2
7217,2
7218,2
7219,2
7220,2
7221,2
7222,2
7223,2
7224,2
7225,2
7226,2
7227,2
7228,2
7229,2
7230,2
7231,2
7232,2
7233,2
7234,2
7235,2
7236,2
7237,2
7238,2
7239,2
7240,2
7241,2
7242,2
7243,2
7244,2
7245,2
7246,2
7247,2
7248,2
7249,2
7250,2
7251,2
7252,2
7253,2
7254,2
7255,2
7256,2
7257,2
7258,2
7259,2
7260,2
7261,2
7262,2
7263,2
7264,2
7265,2
7266,2
7267,2
7268,2
7269,2
7270,2
7271,2
7272,2
7273,2
7274,2
7275,2
7276,2
7277,2
7278,2
7279,2
7280,2
7281,2
7282,2
7283,2
7284,2
7285,2
7286,2
7287,2
7288,2
7289,2
7290,2
7291,2
7292,2
7293,2
7294,1
7295,2
7296,2
7297,2
7298,2
7299,2
7300,2
7301,2
7302,2
7303,2
7304,2
7305,2
7306,2
7307,2
7308,2
7309,2
7310,2
7311,2
7312,2
7313,2
7314,2
7315,2
7316,2
7317,2
7318,2
7319,2
7320,2
7321,2
7322,2
7323,2
7324,2
7325,2
7326,2
7327,2
7328,2
7329,2
7330,2
7331,2
7332,2
7333,2
7334,2
7335,2
7336,2
7337,2
7338,2
7339,2
7340,2
7341,2
7342,2
7343,2
7344,2
7345,2
7346,2
7347,2
7348,2
7349,2
7350,2
7351,2
7352,2
7353,2
7354,2
7355,2
7356,2
7357,2
7358,2
7359,2
7360,2
7361,2
7362,2
7363,2
7364,2
7365,2
7366,2
7367,2
7368,2
7369,2
7370,2
7371,2
7372,2
7373,2
7374,2
7375,2
7376,2
7377,2
7378,2
7379,2
7380,2
7381,2
7382,2
7383,2
7384,2
7385,2
7386,2
7387,2
7388,2
7389,2
7390,2
7391,2
7392,2
7393,2
7394,2
7395,2
7396,2
7397,2
7398,2
7399,2
7400,2
7401,2
7402,2
7403,2
7404,2
7405,2
7406,2
7407,2
7408,2
7409,2
7410,2
7411,2
7412,2
7413,2
7414,2
7415,2
7416,2
7417,2
7418,2
7419,2
7420,2
7421,2
7422,2
7423,2
7424,2
7425,2
7426,2
7427,2
7428,2
7429,2
7430,2
7431,2
7432,2
7433,2
7434,2
7435,2
7436,2
7437,2
7438,2
7439,2
7440,2
7441,2
7442,2
7443,2
7444,2
7445,2
7446,2
7447,2
7448,2
7449,2
7450,2
7451,2
7452,2
7453,2
7454,2
7455,2
7456,2
7457,2
7458,2
7459,2
7460,2
7461,2
7462,2
7463,2
7464,2
7465,2
7466,2
7467,2
7468,2
7469,2
7470,2
7471,2
7472,2
7473,2
7474,2
7475,2
7476,2
7477,2
7478,2
7479,2
7480,2
7481,2
7482,2
7483,2
7484,2
7485,2
7486,2
7487,2
7488,2
7489,2
7490,2
7491,2
7492,2
7493,2
7494,2
7495,2
7496,2
7497,2
7498,2
7499,2
7500,2
7501,2
7502,2
7503,2
7504,2
7505,2
7506,2
7507,2
7508,2
7509,2
7510,2
7511,2
7512,2
7513,2
7514,2
7515,2
7516,2
7517,2
7518,2
7519,2
7520,2
7521,2
7522,2
7523,2
7524,2
7525,2
7526,2
7527,2
7528,2
7529,2
7530,2
7531,2
7532,2
7533,2
7534,2
7535,2
7536,2
7537,2
7538,2
7539,2
7540,2
7541,2
7542,2
7543,2
7544,2
7545,2
7546,2
7547,2
7548,2
7549,2
7550,2
7551,2
7552,2
7553,2
7554,2
7555,2
7556,2
7557,2
7558,2
7559,2
7560,2
7561,2
7562,2
7563,2
7564,2
7565,2
7566,2
7567,2
7568,2
7569,2
7570,2
7571,2
7572,2
7573,2
7574,2
7575,2
7576,2
7577,2
7578,2
7579,2
7580,2
7581,2
7582,2
7583,2
7584,2
7585,2
7586,2
7587,2
7588,2
7589,2
7590,2
7591,2
7592,2
7593,2
7594,2
7595,2
7596,2
7597,2
7598,2
7599,2
7600,2
7601,2
7602,2
7603,2
7604,2
7605,2
7606,2
7607,2
7608,2
7609,2
7610,2
7611,2
7612,2
7613,2
7614,2
7615,2
7616,2
7617,2
7618,2
7619,2
7620,2
7621,2
7622,2
7623,2
7624,2
7625,2
7626,2
7627,2
7628,2
7629,2
7630,2
7631,2
7632,2
7633,2
7634,2
7635,2
7636,2
7637,2
7638,2
7639,2
7640,2
7641,2
7642,2
7643,2
7644,2
7645,2
7646,2
7647,2
7648,2
7649,2
7650,2
7651,2
7652,2
7653,2
7654,2
7655,2
7656,2
7657,2
7658,2
7659,2
7660,2
7661,2
7662,2
7663,2
7664,2
7665,2
7666,2
7667,2
7668,2
7669,2
7670,2
7671,2
7672,2
7673,2
7674,2
7675,2
7676,2
7677,2
7678,2
7679,2
7680,2
7681,2
7682,2
7683,2
7684,2
7685,2
7686,2
7687,2
7688,2
7689,2
7690,2
7691,2
7692,2
7693,2
7694,2
7695,2
7696,2
7697,2
7698,2
7699,2
7700,2
7701,2
7702,2
7703,2
7704,2
7705,2
7706,2
7707,2
7708,2
7709,2
7710,2
7711,2
7712,2
7713,2
7714,2
7715,2
7716,2
7717,2
7718,2
7719,2
7720,2
7721,2
7722,2
7723,2
7724,2
7725,2
7726,2
7727,2
7728,2
7729,2
7730,2
7731,2
7732,2
7733,2
7734,2
7735,2
7736,2
7737,2
7738,2
7739,2
7740,2
7741,2
7742,2
7743,2
7744,2
7745,2
7746,2
7747,2
7748,2
7749,2
7750,2
7751,2
7752,2
7753,2
7754,2
7755,2
7756,2
7757,2
7758,2
7759,2
7760,2
7761,2
7762,2
7763,2
7764,2
7765,2
7766,2
7767,2
7768,2
7769,2
7770,2
7771,2
7772,2
7773,2
7774,2
7775,2
7776,2
7777,2
7778,2
7779,2
7780,2
7781,2
7782,2
7783,2
7784,2
7785,2
7786,2
7787,2
7788,2
7789,2
7790,2
7791,2
7792,2
7793,2
7794,2
7795,2
7796,2
7797,2
7798,2
7799,2
7800,2
7801,2
7802,2
7803,2
7804,2
7805,2
7806,2
7807,2
7808,2
7809,2
7810,2
7811,2
7812,2
7813,2
7814,2
7815,2
7816,2
7817,2
7818,2
7819,2
7820,2
7821,2
7822,2
7823,2
7824,2
7825,2
7826,2
7827,2
7828,2
7829,2
7830,2
7831,2
7832,2
7833,2
7834,2
7835,2
7836,2
7837,2
7838,2
7839,2
7840,2
7841,2
7842,2
7843,2
7844,2
7845,2
7846,2
7847,2
7848,2
7849,2
7850,2
7851,2
7852,2
7853,2
7854,2
7855,2
7856,2
7857,2
7858,2
7859,2
7860,2
7861,2
7862,2
7863,2
7864,2
7865,2
7866,2
7867,2
7868,2
7869,2
7870,2
7871,2
7872,2
7873,2
7874,2
7875,2
7876,2
7877,2
7878,2
7879,2
7880,2
7881,2
7882,2
7883,2
7884,2
7885,2
7886,2
7887,2
7888,2
7889,2
7890,2
7891,2
7892,2
7893,2
7894,2
7895,2
7896,2
7897,2
7898,2
7899,2
7900,2
7901,2
7902,2
7903,2
7904,2
7905,2
7906,2
7907,2
7908,2
7909,2
7910,2
7911,2
7912,2
7913,2
7914,2
7915,2
7916,2
7917,2
7918,2
7919,2
7920,2
7921,2
7922,2
7923,2
7924,2
7925,2
7926,2
7927,2
7928,2
7929,2
7930,2
7931,2
7932,2
7933,2
7934,2
7935,2
7936,2
7937,2
7938,2
7939,2
7940,2
7941,2
7942,2
7943,2
7944,2
7945,2
7946,2
7947,2
7948,2
7949,2
7950,2
7951,2
7952,2
7953,2
7954,2
7955,2
7956,2
7957,2
7958,2
7959,2
7960,2
7961,2
7962,2
7963,2
7964,2
7965,2
7966,2
7967,2
7968,2
7969,2
7970,2
7971,2
7972,2
7973,2
7974,2
7975,2
7976,2
7977,2
7978,2
7979,2
7980,2
7981,2
7982,2
7983,2
7984,2
7985,2
7986,2
7987,2
7988,2
7989,2
7990,2
7991,2
7992,2
7993,2
7994,2
7995,2
7996,2
7997,2
7998,2
7999,2
8000,2
8001,2
8002,1
8003,2
8004,2
8005,2
8006,2
8007,2
8008,2
8009,2
8010,2
8011,2
8012,2
8013,2
8014,2
8015,2
8016,2
8017,2
8018,2
8019,2
8020,2
8021,2
8022,2
8023,2
8024,2
8025,2
8026,2
8027,2
8028,2
8029,2
8030,2
8031,2
8032,2
8033,2
8034,2
8035,2
8036,2
8037,2
8038,2
8039,2
8040,2
8041,2
8042,2
8043,2
8044,2
8045,2
8046,2
8047,2
8048,2
8049,2
8050,2
8051,2
8052,2
8053,2
8054,2
8055,2
8056,2
8057,2
8058,2
8059,2
8060,2
8061,2
8062,2
8063,2
8064,2
8065,2
8066,2
8067,2
8068,2
8069,2
8070,2
8071,2
8072,2
8073,2
8074,2
8075,2
8076,2
8077,2
8078,2
8079,2
8080,2
8081,2
8082,2
8083,2
8084,2
8085,2
8086,2
8087,2
8088,2
8089,2
8090,2
8091,2
8092,2
8093,2
8094,2
8095,2
8096,2
8097,2
8098,2
8099,2
8100,2
8101,2
8102,2
8103,2
8104,2
8105,2
8106,2
8107,2
8108,2
8109,2
8110,2
8111,2
8112,2
8113,2
8114,2
8115,2
8116,2
8117,2
8118,2
8119,2
8120,2
8121,2
8122,2
8123,2
8124,2
8125,2
8126,2
8127,2
8128,2
8129,2
8130,2
8131,2
8132,2
8133,2
8134,2
8135,2
8136,2
8137,2
8138,2
8139,2
8140,2
8141,2
8142,2
8143,2
8144,2
8145,2
8146,2
8147,2
8148,2
8149,2
8150,2
8151,2
8152,2
8153,2
8154,2
8155,2
8156,2
8157,2
8158,2
8159,2
8160,1
8161,2
8162,2
8163,2
8164,2
8165,2
8166,2
8167,2
8168,2
8169,2
8170,2
8171,2
8172,2
8173,2
8174,2
8175,2
8176,2
8177,2
8178,2
8179,2
8180,2
8181,2
8182,2
8183,2
8184,2
8185,2
8186,2
8187,2
8188,2
8189,2
8190,2
8191,2
8192,2
8193,2
8194,2
8195,2
8196,2
8197,2
8198,2
8199,2
8200,2
8201,2
8202,2
8203,2
8204,2
8205,2
8206,2
8207,2
8208,2
8209,2
8210,2
8211,2
8212,2
8213,2
8214,2
8215,2
8216,2
8217,2
8218,2
8219,2
8220,2
8221,2
8222,2
8223,2
8224,2
8225,2
8226,2
8227,2
8228,2
8229,2
8230,2
8231,2
8232,2
8233,2
8234,2
8235,2
8236,2
8237,2
8238,2
8239,2
8240,2
8241,2
8242,2
8243,2
8244,2
8245,2
8246,2
8247,2
8248,2
8249,2
8250,2
8251,2
8252,2
8253,2
8254,2
8255,2
8256,2
8257,2
8258,2
8259,2
8260,2
8261,2
8262,2
8263,2
8264,2
8265,2
8266,2
8267,2
8268,2
8269,2
8270,2
8271,2
8272,2
8273,2
8274,2
8275,2
8276,2
8277,2
8278,2
8279,2
8280,2
8281,2
8282,2
8283,2
8284,2
8285,2
8286,2
8287,2
8288,2
8289,2
8290,2
8291,2
8292,2
8293,2
8294,2
8295,2
8296,2
8297,2
8298,2
8299,2
8300,2
8301,2
8302,2
8303,2
8304,2
8305,2
8306,2
8307,2
8308,2
8309,2
8310,2
8311,2
8312,2
8313,2
8314,2
8315,2
8316,2
8317,2
8318,2
8319,2
8320,2
8321,2
8322,2
8323,2
8324,2
8325,2
8326,2
8327,2
8328,2
8329,2
8330,2
8331,2
8332,2
8333,2
8334,2
8335,2
8336,2
8337,2
8338,2
8339,2
8340,2
8341,2
8342,2
8343,2
8344,2
8345,2
8346,2
8347,2
8348,2
8349,2
8350,2
8351,2
8352,2
8353,2
8354,2
8355,2
8356,2
8357,2
8358,2
8359,2
8360,2
8361,2
8362,2
8363,2
8364,2
8365,2
8366,2
8367,2
8368,2
8369,2
8370,2
8371,2
8372,2
8373,2
8374,2
8375,2
8376,2
8377,2
8378,2
8379,2
8380,2
8381,2
8382,2
8383,2
8384,2
8385,2
8386,2
8387,2
8388,2
8389,2
8390,2
8391,2
8392,2
8393,2
8394,2
8395,2
8396,2
8397,2
8398,2
8399,2
8400,2
8401,2
8402,2
8403,2
8404,2
8405,2
8406,2
8407,2
8408,2
8409,2
8410,2
8411,2
8412,2
8413,2
8414,2
8415,2
8416,2
8417,2
8418,2
8419,2
8420,2
8421,2
8422,2
8423,2
8424,2
8425,2
8426,2
8427,2
8428,2
8429,2
8430,2
8431,2
8432,2
8433,2
8434,2
8435,2
8436,2
8437,2
8438,2
8439,2
8440,2
8441,2
8442,2
8443,2
8444,2
8445,2
8446,2
8447,2
8448,2
8449,2
8450,2
8451,2
8452,2
8453,2
8454,2
8455,2
8456,2
8457,2
8458,2
8459,2
8460,2
8461,2
8462,2
8463,2
8464,2
8465,2
8466,2
8467,2
8468,2
8469,2
8470,2
8471,2
8472,2
8473,2
8474,2
8475,2
8476,2
8477,2
8478,2
8479,2
8480,2
8481,2
8482,2
8483,2
8484,2
8485,2
8486,2
8487,2
8488,2
8489,2
8490,2
8491,2
8492,2
8493,2
8494,2
8495,2
8496,2
8497,2
8498,2
8499,2
8500,2
8501,2
8502,2
8503,2
8504,2
8505,2
8506,2
8507,2
8508,2
8509,2
8510,2
8511,2
8512,2
8513,2
8514,2
8515,2
8516,2
8517,2
8518,2
8519,2
8520,2
8521,2
8522,2
8523,2
8524,2
8525,2
8526,2
8527,2
8528,2
8529,2
8530,2
8531,2
8532,2
8533,2
8534,2
8535,2
8536,2
8537,2
8538,2
8539,2
8540,2
8541,2
8542,2
8543,2
8544,2
8545,2
8546,2
8547,2
8548,2
8549,2
8550,2
8551,2
8552,2
8553,2
8554,2
8555,2
8556,2
8557,2
8558,2
8559,2
8560,2
8561,2
8562,2
8563,2
8564,2
8565,2
8566,2
8567,2
8568,2
8569,2
8570,2
8571,2
8572,2
8573,2
8574,2
8575,2
8576,2
8577,2
8578,2
8579,2
8580,2
8581,2
8582,2
8583,2
8584,2
8585,2
8586,2
8587,2
8588,2
